group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m966656_t1_p1,,,533836235.0,ns,1
argon2id,verify,m966656_t1_p1,,,534855731.0,ns,1
argon2id,verify,m966656_t1_p1,,,530639051.0,ns,1
argon2id,verify,m966656_t1_p1,,,532814717.0,ns,1
argon2id,verify,m966656_t1_p1,,,531822414.0,ns,1
argon2id,verify,m966656_t1_p1,,,530377509.0,ns,1
argon2id,verify,m966656_t1_p1,,,535480954.0,ns,1
argon2id,verify,m966656_t1_p1,,,534688506.0,ns,1
argon2id,verify,m966656_t1_p1,,,533614609.0,ns,1
argon2id,verify,m966656_t1_p1,,,535077316.0,ns,1
