group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m950272_t3_p4,,,1295445031.0,ns,1
argon2id,hash,m950272_t3_p4,,,1296982758.0,ns,1
argon2id,hash,m950272_t3_p4,,,1300173560.0,ns,1
argon2id,hash,m950272_t3_p4,,,1295080783.0,ns,1
argon2id,hash,m950272_t3_p4,,,1295485382.0,ns,1
argon2id,hash,m950272_t3_p4,,,1295727625.0,ns,1
argon2id,hash,m950272_t3_p4,,,1300649849.0,ns,1
argon2id,hash,m950272_t3_p4,,,1294991392.0,ns,1
argon2id,hash,m950272_t3_p4,,,1290957453.0,ns,1
argon2id,hash,m950272_t3_p4,,,1294420346.0,ns,1
