group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m704512_t3_p16,,,945216690.0,ns,1
argon2id,verify,m704512_t3_p16,,,947660829.0,ns,1
argon2id,verify,m704512_t3_p16,,,947055153.0,ns,1
argon2id,verify,m704512_t3_p16,,,946661234.0,ns,1
argon2id,verify,m704512_t3_p16,,,948208650.0,ns,1
argon2id,verify,m704512_t3_p16,,,947538564.0,ns,1
argon2id,verify,m704512_t3_p16,,,945161262.0,ns,1
argon2id,verify,m704512_t3_p16,,,946556042.0,ns,1
argon2id,verify,m704512_t3_p16,,,945872639.0,ns,1
argon2id,verify,m704512_t3_p16,,,945948343.0,ns,1
