group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m327680_t3_p4,,,844973118.0,ns,2
argon2id,verify,m327680_t3_p4,,,841809860.0,ns,2
argon2id,verify,m327680_t3_p4,,,849411011.0,ns,2
argon2id,verify,m327680_t3_p4,,,845520207.0,ns,2
argon2id,verify,m327680_t3_p4,,,843871557.0,ns,2
argon2id,verify,m327680_t3_p4,,,840305534.0,ns,2
argon2id,verify,m327680_t3_p4,,,843046005.0,ns,2
argon2id,verify,m327680_t3_p4,,,845928385.0,ns,2
argon2id,verify,m327680_t3_p4,,,843368574.0,ns,2
argon2id,verify,m327680_t3_p4,,,840489220.0,ns,2
