group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m770048_t2_p1,,,765356429.0,ns,1
argon2id,verify,m770048_t2_p1,,,764567385.0,ns,1
argon2id,verify,m770048_t2_p1,,,766191145.0,ns,1
argon2id,verify,m770048_t2_p1,,,763257162.0,ns,1
argon2id,verify,m770048_t2_p1,,,765390430.0,ns,1
argon2id,verify,m770048_t2_p1,,,766108538.0,ns,1
argon2id,verify,m770048_t2_p1,,,767974445.0,ns,1
argon2id,verify,m770048_t2_p1,,,763589394.0,ns,1
argon2id,verify,m770048_t2_p1,,,763241260.0,ns,1
argon2id,verify,m770048_t2_p1,,,766511544.0,ns,1
