group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m720896_t3_p16,,,974803866.0,ns,1
argon2id,verify,m720896_t3_p16,,,973411769.0,ns,1
argon2id,verify,m720896_t3_p16,,,988848453.0,ns,1
argon2id,verify,m720896_t3_p16,,,975225619.0,ns,1
argon2id,verify,m720896_t3_p16,,,972834753.0,ns,1
argon2id,verify,m720896_t3_p16,,,975169711.0,ns,1
argon2id,verify,m720896_t3_p16,,,974334463.0,ns,1
argon2id,verify,m720896_t3_p16,,,973935506.0,ns,1
argon2id,verify,m720896_t3_p16,,,973321373.0,ns,1
argon2id,verify,m720896_t3_p16,,,974279921.0,ns,1
