group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m507904_t3_p4,,,684643687.0,ns,1
argon2id,hash,m507904_t3_p4,,,685075837.0,ns,1
argon2id,hash,m507904_t3_p4,,,682209448.0,ns,1
argon2id,hash,m507904_t3_p4,,,685274772.0,ns,1
argon2id,hash,m507904_t3_p4,,,683748857.0,ns,1
argon2id,hash,m507904_t3_p4,,,684351119.0,ns,1
argon2id,hash,m507904_t3_p4,,,685499455.0,ns,1
argon2id,hash,m507904_t3_p4,,,687676131.0,ns,1
argon2id,hash,m507904_t3_p4,,,685527707.0,ns,1
argon2id,hash,m507904_t3_p4,,,682852155.0,ns,1
