group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m278528_t1_p8,,,139565121.0,ns,1
argon2id,hash,m278528_t1_p8,,,278844814.0,ns,2
argon2id,hash,m278528_t1_p8,,,416168095.0,ns,3
argon2id,hash,m278528_t1_p8,,,556337493.0,ns,4
argon2id,hash,m278528_t1_p8,,,694228018.0,ns,5
argon2id,hash,m278528_t1_p8,,,837551280.0,ns,6
argon2id,hash,m278528_t1_p8,,,974908313.0,ns,7
argon2id,hash,m278528_t1_p8,,,1115220216.0,ns,8
argon2id,hash,m278528_t1_p8,,,1253601796.0,ns,9
argon2id,hash,m278528_t1_p8,,,1392426618.0,ns,10
