group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m589824_t1_p1,,,672961497.0,ns,2
argon2id,verify,m589824_t1_p1,,,671445560.0,ns,2
argon2id,verify,m589824_t1_p1,,,671541234.0,ns,2
argon2id,verify,m589824_t1_p1,,,672548151.0,ns,2
argon2id,verify,m589824_t1_p1,,,670802269.0,ns,2
argon2id,verify,m589824_t1_p1,,,675644030.0,ns,2
argon2id,verify,m589824_t1_p1,,,673459252.0,ns,2
argon2id,verify,m589824_t1_p1,,,673784135.0,ns,2
argon2id,verify,m589824_t1_p1,,,672469413.0,ns,2
argon2id,verify,m589824_t1_p1,,,674940339.0,ns,2
